Compteur_Code;Alarme_Code;Time;AlarmeCondition
CHC21;A70;7/7/2020_12:43:23;72 > 
CHC21;A86;7/7/2020_12:58:25;81 > 
CHC21;A70;7/7/2020_13:00:25;52 > 
CHC21;A86;7/7/2020_13:07:36;89 > 
CHC21;A70;7/7/2020_13:13:10;79 > 
CHC21;A86;7/7/2020_13:17:10;80 > 
CHC21;A86;7/7/2020_13:27:01;89 > 
CHC21;A70;7/7/2020_13:28:21;87 > 
CHC21;A86;7/7/2020_13:37:11;89 > 
CHC21;A70;7/7/2020_13:43:11;43 > 
CHC21;A86;7/7/2020_13:47:02;89 > 
CHC21;A86;7/7/2020_13:57:33;89 > 
CHC21;A70;7/7/2020_14:00:13;65 > 
CHC21;A86;7/7/2020_14:07:26;89 > 
CHC21;A70;7/7/2020_14:13:27;45 > 
CHC21;A86;7/7/2020_14:17:17;89 > 
CHC21;A86;7/7/2020_14:27:08;89 > 
CHC21;A70;7/7/2020_14:28:28;88 > 
CHC21;A86;7/7/2020_14:37:22;67 > 
CHC21;A70;7/7/2020_14:43:13;68 > 
CHC21;A86;7/7/2020_14:47:37;69 > 
CHC21;A86;7/7/2020_14:58:33;70 > 
CHC21;A70;7/7/2020_15:00:33;71 > 
CHC21;A86;7/7/2020_15:07:04;72 > 
CHC21;A70;7/7/2020_15:13:24;73 > 
CHC21;A86;8/7/2020_09:34:29;46 > 
CHC21;A86;8/7/2020_09:43:38;47 > 
CHC21;A86;8/7/2020_09:53:43;48 > 
CHC21;A86;8/7/2020_10:03:35;49 > 
CHC21;A86;8/7/2020_10:13:28;50 > 
CHC21;A86;8/7/2020_10:23:19;51 > 
CHC21;A86;8/7/2020_10:33:01;52 > 
CHC21;A86;8/7/2020_10:43:32;53 > 
CHC21;A86;8/7/2020_10:53:32;54 > 
CHC21;A86;8/7/2020_11:03:22;55 > 
CHC21;A86;8/7/2020_11:13:02;76 > 
CHC21;A86;8/7/2020_11:23:24;77 > 
CHC21;A86;8/7/2020_11:33:03;78 > 
CHC21;A86;8/7/2020_11:43:06;79 > 
CHC21;A86;8/7/2020_11:53:23;80 > 
CHC21;A86;8/7/2020_12:03:05;81 > 
CHC21;A86;8/7/2020_12:13:27;82 > 
CHC21;A86;8/7/2020_12:23:09;83 > 
CHC21;A86;8/7/2020_12:33:00;84 > 
CHC21;A86;8/7/2020_12:43:22;85 > 
