Compteur_Code;Alarme_Code;Time;AlarmeCondition
CTC4H;A132;13/7/2020_10:33:31;7 > 
CTC4H;A132;13/7/2020_10:53:33;7 > 
CTC4H;A132;13/7/2020_11:13:02;4 > 
CTC4H;A132;13/7/2020_12:13:29;4 > 
CTC4H;A77;13/7/2020_12:55:13;4 > 
CTC4H;A77;13/7/2020_13:45:30;5 > 
CTC4H;A77;13/7/2020_14:05:05;7 > 
CTC4H;A77;13/7/2020_15:28:07;5 > 
CTC4H;A77;13/7/2020_15:38:22;7 > 
CTC4H;A77;13/7/2020_16:01:02;7 > 
CTC4H;A77;13/7/2020_16:28:51;6 > 
CTC4H;A77;13/7/2020_16:38:10;4 > 
CTC4H;A77;13/7/2020_17:00:40;5 > 
CTC4H;A77;13/7/2020_17:18:21;7 > 
CTC4H;A77;13/7/2020_18:01:04;4 > 
CTC4H;A77;13/7/2020_18:18:17;5 > 
CTC4H;A77;13/7/2020_19:00:09;6 > 
CTC4H;A77;13/7/2020_19:08:09;6 > 
CTC4H;A77;13/7/2020_19:38:31;5 > 
CTC4H;A77;13/7/2020_19:48:22;4 > 
CTC4H;A77;13/7/2020_20:18:08;7 > 
CTC4H;A77;13/7/2020_20:38:30;7 > 
CTC4H;A77;13/7/2020_21:00:21;7 > 
CTC4H;A77;13/7/2020_21:08:22;6 > 
CTC4H;A77;13/7/2020_21:18:22;4 > 
CTC4H;A77;13/7/2020_21:28:13;6 > 
CTC4H;A77;13/7/2020_21:38:04;4 > 
CTC4H;A77;13/7/2020_22:00:26;6 > 
CTC4H;A77;13/7/2020_22:08:26;5 > 
CTC4H;A77;13/7/2020_22:18:17;4 > 
CTC4H;A77;13/7/2020_22:28:08;5 > 
CTC4H;A77;13/7/2020_22:48:30;7 > 
CTC4H;A77;13/7/2020_23:38:35;5 > 
CTC4H;A77;13/7/2020_23:48:26;6 > 
CTC4H;A77;14/7/2020_00:00:17;4 > 
CTC4H;A77;14/7/2020_00:08:17;5 > 
CTC4H;A77;14/7/2020_00:18:18;4 > 
CTC4H;A77;14/7/2020_00:38:19;7 > 
CTC4H;A77;14/7/2020_00:48:10;6 > 
CTC4H;A77;14/7/2020_01:00:01;7 > 
CTC4H;A77;14/7/2020_01:28:23;5 > 
CTC4H;A77;14/7/2020_01:48:05;6 > 
CTC4H;A77;14/7/2020_02:38:21;7 > 
CTC4H;A77;14/7/2020_03:08:13;6 > 
CTC4H;A77;14/7/2020_03:18:14;6 > 
CTC4H;A77;14/7/2020_04:18:18;7 > 
CTC4H;A77;14/7/2020_04:28:19;5 > 
CTC4H;A77;14/7/2020_04:38:09;7 > 
CTC4H;A77;14/7/2020_05:08:34;7 > 
CTC4H;A77;14/7/2020_05:18:25;7 > 
CTC4H;A77;14/7/2020_05:38:16;7 > 
CTC4H;A77;14/7/2020_06:00:08;7 > 
CTC4H;A77;14/7/2020_07:08:13;4 > 
CTC4H;A77;14/7/2020_07:28:04;5 > 
CTC4H;A77;14/7/2020_07:48:35;6 > 
CTC4H;A77;14/7/2020_08:00:19;7 > 
CTC4H;A8;14/7/2020_10:53:29;4 > 
CTC4H;A8;14/7/2020_11:03:03;6 > 
CTC4H;A8;14/7/2020_11:13:03;5 > 
CTC4H;A8;14/7/2020_11:23:34;7 > 
CTC4H;A8;14/7/2020_11:33:34;4 > 
CTC4H;A8;14/7/2020_11:47:04;5 > 
CTC4H;A8;27/7/2020_08:46:35;7 > 
CTC4H;A8;27/7/2020_09:01:35;6 > 
CTC4H;A8;27/7/2020_09:02:15;7 > 
CTC4H;A8;27/7/2020_10:00:20;6 > 
CTC4H;A8;27/7/2020_10:01:00;4 > 
CTC4H;A8;27/7/2020_10:01:41;4 > 
CTC4H;A8;27/7/2020_10:02:51;6 > 
CTC4H;A8;27/7/2020_11:02:24;6 > 
CTC4H;A8;27/7/2020_11:03:35;4 > 
CTC4H;A8;27/7/2020_12:01:49;4 > 
CTC4H;A8;27/7/2020_12:03:09;4 > 
CTC4H;A8;27/7/2020_12:03:40;4 > 
CTC4H;A8;27/7/2020_13:00:34;4 > 
CTC4H;A8;27/7/2020_13:01:54;5 > 
CTC4H;A8;27/7/2020_13:02:34;7 > 
CTC4H;A8;27/7/2020_13:03:45;5 > 
CTC4H;A8;27/7/2020_14:00:35;5 > 
CTC4H;A8;27/7/2020_14:08:35;5 > 
CTC4H;A8;27/7/2020_14:18:26;5 > 
CTC4H;A8;27/7/2020_14:28:17;5 > 
CTC4H;A8;27/7/2020_14:38:18;5 > 
CTC4H;A8;27/7/2020_14:48:09;5 > 
CTC4H;A8;27/7/2020_15:00:00;5 > 
CTC4H;A8;27/7/2020_15:08:31;5 > 
CTC4H;A8;28/7/2020_08:28:22;6 > 
CTC4H;A8;28/7/2020_08:38:04;4 > 
CTC4H;A8;28/7/2020_08:48:35;4 > 
CTC4H;A8;28/7/2020_09:00:36;4 > 
CTC4H;A8;28/7/2020_09:08:27;5 > 
CTC4H;A8;28/7/2020_09:18:28;5 > 
CTC4H;A8;28/7/2020_09:38:10;4 > 
CTC4H;A8;28/7/2020_09:48:32;4 > 
CTC4H;A8;29/7/2020_13:01:57;7 > 
CTC4H;A8;29/7/2020_13:18:28;6 > 
CTC4H;A8;29/7/2020_14:08:10;7 > 
CTC4H;A8;29/7/2020_14:18:01;4 > 
CTC4H;A8;29/7/2020_14:38:23;4 > 
CTC4H;A8;29/7/2020_14:48:16;5 > 
CTC4H;A8;29/7/2020_15:00:38;6 > 
CTC4H;A8;29/7/2020_15:08:38;4 > 
CTC4H;A8;29/7/2020_15:18:31;5 > 
CTC4H;A8;29/7/2020_15:28:27;5 > 
CTC4H;A8;29/7/2020_15:38:37;5 > 
CTC4H;A8;3/8/2020_08:18:07;4 > 
CTC4H;A8;4/8/2020_09:00:32;7 > 
CTC4H;A8;4/8/2020_09:38:00;5 > 
CTC4H;A8;4/8/2020_10:08:21;6 > 
CTC4H;A8;4/8/2020_12:18:15;4 > 
CTC4H;A8;4/8/2020_12:28:12;4 > 
CTC4H;A8;4/8/2020_12:38:08;7 > 
CTC4H;A8;4/8/2020_12:48:05;7 > 
CTC4H;A8;4/8/2020_13:00:01;5 > 
CTC4H;A8;4/8/2020_13:28:27;6 > 
CTC4H;A8;4/8/2020_13:38:04;6 > 
CTC4H;A8;4/8/2020_13:48:35;6 > 
CTC4H;A8;4/8/2020_14:00:27;6 > 
CTC4H;A8;10/8/2020_08:34:32;4 > 
CTC4H;A8;10/8/2020_08:43:03;6 > 
CTC4H;A8;10/8/2020_08:55:13;6 > 
CTC4H;A8;10/8/2020_09:35:20;5 > 
CTC4H;A8;10/8/2020_09:55:02;7 > 
CTC4H;A8;10/8/2020_10:25:20;5 > 
CTC4H;A8;10/8/2020_10:39:32;5 > 
CTC4H;A8;10/8/2020_10:45:23;5 > 
CTC4H;A8;10/8/2020_10:55:11;5 > 
CTC4H;A8;10/8/2020_11:05:02;5 > 
CTC4H;A8;10/8/2020_11:15:33;5 > 
CTC4H;A8;10/8/2020_11:25:24;5 > 
CTC4H;A8;10/8/2020_11:35:24;5 > 
CTC4H;A8;10/8/2020_11:48:29;5 > 
CTC4H;A8;10/8/2020_11:55:39;5 > 
CTC4H;A8;10/8/2020_12:05:05;5 > 
CTC4H;A8;10/8/2020_12:15:36;5 > 
CTC4H;A8;10/8/2020_13:45:27;5 > 
CTC4H;A8;10/8/2020_14:18:20;5 > 
CTC4H;A8;10/8/2020_14:19:00;7 > 
CTC4H;A8;10/8/2020_14:48:33;7 > 
CTC4H;A8;10/8/2020_15:00:24;5 > 
CTC4H;A8;10/8/2020_15:08:15;7 > 
CTC4H;A8;10/8/2020_15:18:06;6 > 
CTC4H;A8;10/8/2020_15:28:06;7 > 
CTC4H;A8;10/8/2020_15:48:28;5 > 
CTC4H;A8;10/8/2020_16:08:19;4 > 
CTC4H;A8;10/8/2020_16:18:19;4 > 
CTC4H;A8;10/8/2020_16:48:01;5 > 
CTC4H;A8;10/8/2020_17:00:32;7 > 
