Compteur_Code;Alarme_Code;Time;AlarmeCondition
CV11;A52;3/2/2020_12:00:23;1193.6 > 
CV11;A52;3/2/2020_12:13:31;1193.6 > 
CV11;A52;3/2/2020_12:28:37;1193.6 > 
CV11;A52;3/2/2020_12:43:08;1193.6 > 
CV11;A52;3/2/2020_13:00:10;1193.6 > 
CV11;A52;3/2/2020_13:13:21;1193.6 > 
CV11;A52;3/2/2020_13:28:37;1293.3 > 
CV11;A52;3/2/2020_13:43:24;1439 > 
CV11;A52;3/2/2020_14:00:23;1609.3 > 
CV11;A52;3/2/2020_14:13:20;1738.8 > 
CV11;A52;3/2/2020_14:28:05;1886.9 > 
CV11;A52;3/2/2020_15:28:09;159.6 > 
CV11;A52;3/2/2020_15:43:11;334.7 > 
CV11;A52;3/2/2020_16:00:28;522.3 > 
CV11;A52;3/2/2020_16:13:02;655.6 > 
CV11;A52;3/2/2020_16:28:09;819.1 > 
CV11;A52;3/2/2020_16:43:26;983.7 > 
CV11;A52;4/2/2020_08:28:13;1182.8 > 
CV11;A52;4/2/2020_08:43:33;80 > 
CV11;A52;4/2/2020_09:00:04;266.1 > 
CV11;A52;4/2/2020_09:13:20;408.3 > 
CV11;A52;4/2/2020_09:28:18;569.9 > 
CV11;A52;4/2/2020_09:43:22;644.5 > 
CV11;A52;4/2/2020_10:00:37;709.5 > 
CV11;A52;4/2/2020_10:13:43;844.5 > 
CV11;A52;4/2/2020_14:28:16;1108.6 > 1000
