dd/MM/yyyy HH:mm:ss;CTC7,13
26/02/2021 08:31:06;428,00
26/02/2021 08:34:25;429,00
26/02/2021 08:34:25;430,00
26/02/2021 08:38:22;431,00
26/02/2021 08:38:22;432,00
26/02/2021 08:40:23;433,00
26/02/2021 08:40:23;434,00
26/02/2021 08:42:57;436,00
26/02/2021 08:44:57;437,00
26/02/2021 08:44:57;438,00
26/02/2021 08:46:57;440,00
26/02/2021 08:48:58;441,00
26/02/2021 08:48:58;442,00
26/02/2021 08:50:58;443,00
26/02/2021 08:50:58;444,00
26/02/2021 08:53:26;445,00
26/02/2021 08:53:26;446,00
26/02/2021 08:55:26;448,00
26/02/2021 08:57:27;449,00
26/02/2021 08:57:27;450,00
26/02/2021 08:59:27;451,00
26/02/2021 08:59:27;452,00
26/02/2021 09:00:40;452,00
26/02/2021 09:03:52;453,00
26/02/2021 09:03:52;454,00
26/02/2021 09:04:27;454,00
26/02/2021 09:07:35;455,00
26/02/2021 09:07:35;456,00
26/02/2021 09:09:35;458,00
26/02/2021 09:12:25;458,00
26/02/2021 09:15:33;459,00
26/02/2021 09:15:33;460,00
26/02/2021 09:17:33;461,00
26/02/2021 09:17:33;462,00
26/02/2021 09:19:34;464,00
26/02/2021 09:22:41;465,00
26/02/2021 09:22:41;466,00
26/02/2021 09:24:41;468,00
26/02/2021 09:26:42;469,00
26/02/2021 09:26:42;470,00
26/02/2021 09:28:42;471,00
26/02/2021 09:28:42;472,00
26/02/2021 09:30:43;473,00
26/02/2021 09:30:43;474,00
26/02/2021 09:33:29;476,00
26/02/2021 09:35:29;477,00
26/02/2021 09:35:29;478,00
26/02/2021 09:37:30;480,00
26/02/2021 09:39:30;481,00
26/02/2021 09:39:30;482,00
26/02/2021 09:41:31;483,00
26/02/2021 09:41:31;484,00
26/02/2021 09:50:29;484,00
26/02/2021 09:53:37;485,00
26/02/2021 09:53:37;486,00
26/02/2021 10:03:19;487,00
26/02/2021 10:03:19;488,00
26/02/2021 10:08:58;489,00
26/02/2021 10:08:58;490,00
26/02/2021 10:10:59;492,00
26/02/2021 10:12:59;493,00
26/02/2021 10:12:59;494,00
26/02/2021 10:15:00;495,00
26/02/2021 10:15:00;496,00
26/02/2021 10:29:39;497,00
26/02/2021 10:29:40;498,00
26/02/2021 10:34:24;498,00
26/02/2021 10:37:31;499,00
26/02/2021 10:37:31;500,00
26/02/2021 10:41:26;500,00
26/02/2021 10:44:34;501,00
26/02/2021 10:44:34;502,00
26/02/2021 10:54:52;502,00
26/02/2021 10:56:32;502,00
26/02/2021 10:59:48;502,00
26/02/2021 11:02:57;504,00
26/02/2021 11:05:05;505,00
26/02/2021 11:05:05;506,00
26/02/2021 11:07:06;508,00
26/02/2021 11:09:06;509,00
26/02/2021 11:09:06;510,00
26/02/2021 11:11:07;511,00
26/02/2021 11:11:07;512,00
26/02/2021 11:13:22;513,00
26/02/2021 11:13:30;514,00
26/02/2021 11:36:52;514,00
26/02/2021 11:40:00;515,00
26/02/2021 11:40:00;516,00
26/02/2021 11:42:29;516,00
26/02/2021 11:45:37;517,00
26/02/2021 11:45:37;518,00
26/02/2021 11:47:37;519,00
26/02/2021 11:47:37;520,00
26/02/2021 11:49:45;522,00
26/02/2021 11:52:18;523,00
26/02/2021 11:52:18;524,00
26/02/2021 11:54:19;526,00
26/02/2021 11:56:19;527,00
26/02/2021 11:56:19;528,00
26/02/2021 11:59:49;528,00
26/02/2021 12:02:56;530,00
26/02/2021 12:04:57;531,00
26/02/2021 12:04:57;532,00
26/02/2021 12:06:57;533,00
26/02/2021 12:06:57;534,00
26/02/2021 12:07:11;534,00
26/02/2021 12:10:19;535,00
26/02/2021 12:10:19;536,00
26/02/2021 12:12:20;537,00
26/02/2021 12:12:20;538,00
26/02/2021 12:15:39;538,00
26/02/2021 12:18:53;538,00
26/02/2021 12:22:01;539,00
26/02/2021 12:22:01;540,00
26/02/2021 12:24:56;540,00
26/02/2021 12:28:04;541,00
26/02/2021 12:28:04;542,00
26/02/2021 12:31:07;543,00
26/02/2021 12:31:07;544,00
26/02/2021 12:33:08;545,00
26/02/2021 12:33:08;546,00
26/02/2021 12:37:03;547,00
26/02/2021 12:37:03;548,00
26/02/2021 12:39:03;549,00
26/02/2021 12:39:03;550,00
26/02/2021 14:25:19;550,00
26/02/2021 14:28:27;552,00
26/02/2021 14:31:10;554,00
26/02/2021 14:33:10;555,00
26/02/2021 14:33:10;556,00
26/02/2021 14:34:14;556,00
26/02/2021 14:37:21;557,00
26/02/2021 14:37:21;558,00
26/02/2021 14:39:01;558,00
26/02/2021 14:42:09;559,00
26/02/2021 14:42:09;560,00
26/02/2021 14:45:00;562,00
26/02/2021 14:47:01;563,00
26/02/2021 14:47:01;564,00
26/02/2021 14:49:45;566,00
26/02/2021 14:51:45;567,00
26/02/2021 14:51:45;568,00
26/02/2021 14:54:41;569,00
26/02/2021 14:54:41;570,00
26/02/2021 14:57:26;571,00
26/02/2021 14:57:26;572,00
26/02/2021 15:00:14;573,00
26/02/2021 15:00:14;574,00
26/02/2021 15:02:59;575,00
26/02/2021 15:02:59;576,00
26/02/2021 15:04:59;577,00
26/02/2021 15:04:59;578,00
26/02/2021 15:07:57;580,00
26/02/2021 15:10:30;582,00
26/02/2021 15:13:10;584,00
26/02/2021 15:15:42;585,00
26/02/2021 15:15:42;586,00
26/02/2021 15:17:42;587,00
26/02/2021 15:17:42;588,00
26/02/2021 15:20:23;589,00
26/02/2021 15:20:23;590,00
26/02/2021 15:23:02;591,00
26/02/2021 15:23:02;592,00
26/02/2021 15:25:02;593,00
26/02/2021 15:25:02;594,00
26/02/2021 15:25:38;594,00
26/02/2021 15:26:14;594,00
26/02/2021 15:27:28;594,00
26/02/2021 15:28:53;594,00
26/02/2021 15:32:01;595,00
26/02/2021 15:32:01;596,00
26/02/2021 15:34:17;596,00
26/02/2021 15:37:25;597,00
26/02/2021 15:37:25;598,00
26/02/2021 15:39:25;599,00
26/02/2021 15:39:25;600,00
26/02/2021 15:41:25;601,00
26/02/2021 15:41:25;602,00
26/02/2021 15:43:26;603,00
26/02/2021 15:43:26;604,00
26/02/2021 15:45:26;605,00
26/02/2021 15:45:26;606,00
26/02/2021 15:47:26;607,00
26/02/2021 15:47:26;608,00
26/02/2021 15:49:26;609,00
26/02/2021 15:49:27;610,00
26/02/2021 15:51:27;611,00
26/02/2021 15:51:27;612,00
26/02/2021 15:53:27;613,00
26/02/2021 15:53:27;614,00
26/02/2021 15:57:28;614,00
26/02/2021 16:00:36;615,00
26/02/2021 16:00:36;616,00
26/02/2021 16:14:53;616,00
26/02/2021 16:18:00;617,00
26/02/2021 16:18:00;618,00
26/02/2021 16:20:00;620,00
26/02/2021 16:22:01;621,00
26/02/2021 16:22:01;622,00
26/02/2021 16:25:51;623,00
26/02/2021 16:25:51;624,00
26/02/2021 16:27:51;625,00
26/02/2021 16:27:51;626,00
26/02/2021 16:29:52;627,00
26/02/2021 16:29:52;628,00
26/02/2021 16:31:52;630,00
26/02/2021 16:33:52;632,00
26/02/2021 16:41:00;636,00
26/02/2021 16:43:01;638,00
26/02/2021 16:46:28;639,00
26/02/2021 16:46:28;640,00
26/02/2021 16:48:29;642,00
26/02/2021 16:50:29;643,00
26/02/2021 16:50:29;644,00
26/02/2021 16:52:29;646,00
26/02/2021 16:54:29;648,00
26/02/2021 16:57:59;650,00
26/02/2021 16:59:59;651,00
26/02/2021 16:59:59;652,00
26/02/2021 17:01:59;654,00
26/02/2021 17:03:59;655,00
26/02/2021 17:03:59;656,00
