Channel;Device;Gate ID;N ID;Address;Description;Multiply factor 1;Gate Type 1;Gate ID 1;N ID 1;Operation;Multiply factor 2;Gate Type 2;Gate ID 2;N ID 2;Measured val. 1;Engineering val. 1;Measured val. 2;Engineering val. 2;Decimal digits;Record on historical file;Enable writing to device;Access groups;Apply decimal factor;From gate;Decimal Digits Gate Type;Decimal Digits Gate ID;Decimal Digits N Id0;0;0015013082020093603;0;;;1;NUM;ZERO;0;/;1;NUM;ZERO;0;0;0;1;1;1;T;F;0;F;F;;;
0;0;CTCA;0;;CLC_Temperature Moyenne J;1;NUM;TCA;0;RESET IF =;1;NUM;ZERO;0;0;0;1;1;2;T;F;0;F;F;;;
0;0;CTCA;1;;CLC_Temperature Moyenne S;1;NUM;TCA;1;RESET IF =;1;NUM;ZERO;0;0;0;1;1;2;T;F;0;F;F;;;
0;0;CTCA;2;;CLC_Temperature Moyenne M;1;NUM;TCA;2;RESET IF =;1;NUM;ZERO;0;0;0;1;1;2;T;F;0;F;F;;;
0;0;CTCA;3;;CLC_Temperature Moyenne A;1;NUM;TCA;3;RESET IF =;1;NUM;ZERO;0;0;0;1;1;2;T;F;0;F;F;;;
0;0;CTCA;4;;CLC_Temperature Min J;1;CMP;CTCA;16;DISCARD Hi;1;CMP;CTCA;4;0;0;1;1;2;T;F;0;F;F;;;
0;0;CTCA;5;;CLC_Temperature Min S;1;CMP;CTCA;16;DISCARD Hi;1;CMP;CTCA;5;0;0;1;1;2;T;F;0;F;F;;;
0;0;CTCA;6;;CLC_Temperature Min M;1;CMP;CTCA;16;DISCARD Hi;1;CMP;CTCA;6;0;0;1;1;2;T;F;0;F;F;;;
0;0;CTCA;7;;CLC_Temperature Min A;1;CMP;CTCA;16;DISCARD Hi;1;CMP;CTCA;7;0;0;1;1;2;T;F;0;F;F;;;
0;0;CTCA;8;;CLC_Temperature Max J;1;CMP;CTCA;16;DISCARD Lo;1;CMP;CTCA;8;0;0;1;1;2;T;F;0;F;F;;;
0;0;CTCA;9;;CLC_Temperature Max S;1;CMP;CTCA;16;DISCARD Lo;1;CMP;CTCA;9;0;0;1;1;2;T;F;0;F;F;;;
0;0;CTCA;10;;CLC_Temperature Max M;1;CMP;CTCA;16;DISCARD Lo;1;CMP;CTCA;10;0;0;1;1;2;T;F;0;F;F;;;
0;0;CTCA;11;;CLC_Temperature Max A;1;CMP;CTCA;16;DISCARD Lo;1;CMP;CTCA;11;0;0;1;1;2;T;F;0;F;F;;;
0;0;CTCA;12;;CLC_Temperature Inc J;1;NUM;TCA;12;DISCARD Lo;1;NUM;ZERO;0;0;0;1;1;2;T;F;0;F;F;;;
0;0;CTCA;13;;CLC_Temperature Inc S;1;NUM;TCA;13;DISCARD Lo;1;NUM;ZERO;0;0;0;1;1;2;T;F;0;F;F;;;
0;0;CTCA;14;;CLC_Temperature Inc M;1;NUM;TCA;14;DISCARD Lo;1;NUM;ZERO;0;0;0;1;1;2;T;F;0;F;F;;;
0;0;CTCA;15;;CLC_Temperature Inc A;1;NUM;TCA;15;DISCARD Lo;1;NUM;ZERO;0;0;0;1;1;2;T;F;0;F;F;;;
0;0;CTCA;16;;CLC_Temperature LIVE;1;NUM;TCA;16;RESET IF =;1;NUM;ZERO;0;0;0;1;1;2;T;F;0;F;F;;;
0;0;CTCA;17;;CLC_Temperature Inc LIVE;1;NUM;TCA;15;DISCARD Lo;1;NUM;ZERO;0;0;0;1;1;2;F;F;0;F;F;;;
0;0;CTCA;18;;CLC_Temperature Moyenne J-1;1;NUM;TCA;18;RESET IF =;1;NUM;ZERO;0;0;0;1;1;2;F;F;0;F;F;;;
0;0;CTCA;19;;CLC_Temperature Moyenne S-1;1;NUM;TCA;19;RESET IF =;1;NUM;ZERO;0;0;0;1;1;2;F;F;0;F;F;;;
0;0;CTCA;20;;CLC_Temperature Moyenne M-1;1;NUM;TCA;20;RESET IF =;1;NUM;ZERO;0;0;0;1;1;2;F;F;0;F;F;;;
0;0;CTCA;21;;CLC_Temperature Moyenne A-1;1;NUM;TCA;21;RESET IF =;1;NUM;ZERO;0;0;0;1;1;2;F;F;0;F;F;;;
0;0;CTCA;22;;CLC_Temperature Min J-1;1;NUM;TCA;22;RESET IF =;1;NUM;ZERO;0;0;0;1;1;2;F;F;0;F;F;;;
0;0;CTCA;23;;CLC_Temperature Min S-1;1;NUM;TCA;23;RESET IF =;1;NUM;ZERO;0;0;0;1;1;2;F;F;0;F;F;;;
0;0;CTCA;24;;CLC_Temperature Min M-1;1;NUM;TCA;24;RESET IF =;1;NUM;ZERO;0;0;0;1;1;2;F;F;0;F;F;;;
0;0;CTCA;25;;CLC_Temperature Min A-1;1;NUM;TCA;25;RESET IF =;1;NUM;ZERO;0;0;0;1;1;2;F;F;0;F;F;;;
0;0;CTCA;26;;CLC_Temperature Max J-1;1;NUM;TCA;26;RESET IF =;1;NUM;ZERO;0;0;0;1;1;2;F;F;0;F;F;;;
0;0;CTCA;27;;CLC_Temperature Max S-1;1;NUM;TCA;27;RESET IF =;1;NUM;ZERO;0;0;0;1;1;2;F;F;0;F;F;;;
0;0;CTCA;28;;CLC_Temperature Max M-1;1;NUM;TCA;28;RESET IF =;1;NUM;ZERO;0;0;0;1;1;2;F;F;0;F;F;;;
0;0;CTCA;29;;CLC_Temperature Max A-1;1;NUM;TCA;29;RESET IF =;1;NUM;ZERO;0;0;0;1;1;2;F;F;0;F;F;;;
