Report_Code;Report Name;Report_TableauCode;Report_TableauName;Report_EnergyCode;Report_EnergyName;Report_ViewCode;Report_ViewName;Report_PostC_Code;Report_PostC_Name;Report_CompteurCode;Report_CompteurName;Report_Master;Report_MasterLAYOUT;Report_Chart;Report_CL;Report_ML;Report_Path;UNIQUE_Code;Report_Description;Auteur
R13;ADHOC - QUERY FILS SALLE DE FERMITURE T T;18;Ad Hoc;*;*;*;*;*;*;*;;Layout_Tabular_Portrait;Portrait;;QUERY FILS SALLE DE FERMITURE;T;*;*;;Administrateur
