R14;marouene test 22222;18;Ad Hoc;*;*;*;*;*;*;*;;Layout_Tabular_Portrait;Portrait;;CH F COMMERCIALE HUMIDITE ;T - A;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Administrateur
DR57;Lectures pt mesure Tc - Process Sterilo;17;Lectures point de mesure;Temperature;Temperature;-;-;3&D64&#;D22&T°c  positive&#;CTC2B;Process_Sterilo;Layout_Chart_Report;Paysage;Chart_17_CTC2B_V150;*;*;*;17_-_-_-_CTC2B;Lectures pt mesure Temperature - Process Sterilo;Developpeur
DR58;Lectures pt mesure Tc - Cond UHT1 P1;17;Lectures point de mesure;Temperature;Temperature;-;-;3&D64&#;D23&T°c  positive&#;CTC2C;Cond_UHT1_P1;Layout_Chart_Report;Paysage;Chart_17_CTC2C_V150;*;*;*;17_-_-_-_CTC2C;Lectures pt mesure Temperature - Cond UHT1 P1;Developpeur
DR59;Lectures pt mesure Tc - Cond UHT1 P2;17;Lectures point de mesure;Temperature;Temperature;-;-;3&D64&#;D24&T°c  positive&#;CTC2D;Cond_UHT1_P2;Layout_Chart_Report;Paysage;Chart_17_CTC2D_V150;*;*;*;17_-_-_-_CTC2D;Lectures pt mesure Temperature - Cond UHT1 P2;Developpeur
DR60;Lectures pt mesure Tc - Process Lait Fermente;17;Lectures point de mesure;Temperature;Temperature;-;-;3&D64&#;D25&T°c  positive&#;CTC2E;Process_Lait_Fermente;Layout_Chart_Report;Paysage;Chart_17_CTC2E_V150;*;*;*;17_-_-_-_CTC2E;Lectures pt mesure Temperature - Process Lait Fermente;Developpeur
DR61;Lectures pt mesure Tc - Galdi A et B;17;Lectures point de mesure;Temperature;Temperature;-;-;3&D64&#;D261&T°c  positive&#;CTC21;Galdi_A;Layout_Chart_Report;Paysage;Chart_17_CTC21_V150;*;*;*;17_-_-_-_CTC21;Lectures pt mesure Temperature - Galdi A et B;Developpeur
DR62;Lectures pt mesure Tc - Galdi C;17;Lectures point de mesure;Temperature;Temperature;-;-;3&D64&#;D262&T°c  positive&#;CTC22;Galdi_B;Layout_Chart_Report;Paysage;Chart_17_CTC22_V150;*;*;*;17_-_-_-_CTC22;Lectures pt mesure Temperature - Galdi C;Developpeur
DR63;Lectures pt mesure Tc - BER Process;17;Lectures point de mesure;Temperature;Temperature;-;-;3&D64&#;D271&T°c  positive&#;CTC23;BER_Process;Layout_Chart_Report;Paysage;Chart_17_CTC23_V150;*;*;*;17_-_-_-_CTC23;Lectures pt mesure Temperature - BER Process;Developpeur
DR64;Lectures pt mesure Tc - BER Cond;17;Lectures point de mesure;Temperature;Temperature;-;-;3&D64&#;D272&T°c  positive&#;CTC24;BER_Cond;Layout_Chart_Report;Paysage;Chart_17_CTC24_V150;*;*;*;17_-_-_-_CTC24;Lectures pt mesure Temperature - BER Cond;Developpeur
DR65;Lectures pt mesure Tc - CH Chaud P1;17;Lectures point de mesure;Temperature;Temperature;-;-;3&D66&#;D28&T°c  chaude&#;CTC2H;CH_Chaud_P1;Layout_Chart_Report;Paysage;Chart_17_CTC2H_V150;*;*;*;17_-_-_-_CTC2H;Lectures pt mesure Temperature - CH Chaud P1;Developpeur
DR66;Lectures pt mesure Tc - CH Froid P1;17;Lectures point de mesure;Temperature;Temperature;-;-;3&D64&#;D2A&T°c  positive&#;CTC2I;CH_Froid_P1;Layout_Chart_Report;Paysage;Chart_17_CTC2I_V150;*;*;*;17_-_-_-_CTC2I;Lectures pt mesure Temperature - CH Froid P1;Developpeur
DR67;Lectures pt mesure Tc - CH Froid P2;17;Lectures point de mesure;Temperature;Temperature;-;-;3&D64&#;D2B&T°c  positive&#;CTC2J;CH_Froid_P2;Layout_Chart_Report;Paysage;Chart_17_CTC2J_V150;*;*;*;17_-_-_-_CTC2J;Lectures pt mesure Temperature - CH Froid P2;Developpeur
DR68;Lectures pt mesure Tc - CH1 F Commerciale P1;17;Lectures point de mesure;Temperature;Temperature;-;-;3&D64&#;D31&T°c  positive&#;CTC31;CH1_F_Commerciale_P1;Layout_Chart_Report;Paysage;Chart_17_CTC31_V150;*;*;*;17_-_-_-_CTC31;Lectures pt mesure Temperature - CH1 F Commerciale P1;Developpeur
DR69;Lectures pt mesure Tc - CH2 F Commerciale P2;17;Lectures point de mesure;Temperature;Temperature;-;-;3&D64&#;D32&T°c  positive&#;CTC32;CH2_F_Commerciale_P2;Layout_Chart_Report;Paysage;Chart_17_CTC32_V150;*;*;*;17_-_-_-_CTC32;Lectures pt mesure Temperature - CH2 F Commerciale P2;Developpeur
DR70;Lectures pt mesure Tc - LB1 E 16;17;Lectures point de mesure;Temperature;Temperature;-;-;3&D66&#;D411&T°c  chaude&#;CTC4A;BAC_E1;Layout_Chart_Report;Paysage;Chart_17_CTC4A_V150;*;*;*;17_-_-_-_CTC4A;Lectures pt mesure Temperature - LB1 E 16;Developpeur
DR71;Lectures pt mesure Tc - LB1 E 18;17;Lectures point de mesure;Temperature;Temperature;-;-;3&D66&#;D412&T°c  chaude&#;CTC4B;BAC_E2;Layout_Chart_Report;Paysage;Chart_17_CTC4B_V150;*;*;*;17_-_-_-_CTC4B;Lectures pt mesure Temperature - LB1 E 18;Developpeur
DR72;Lectures pt mesure Tc - LB1 E 14;17;Lectures point de mesure;Temperature;Temperature;-;-;3&D66&#;D413&T°c  chaude&#;CTC4C;BAC_E3;Layout_Chart_Report;Paysage;Chart_17_CTC4C_V150;*;*;*;17_-_-_-_CTC4C;Lectures pt mesure Temperature - LB1 E 14;Developpeur
DR73;Lectures pt mesure Tc - LB1 E 06;17;Lectures point de mesure;Temperature;Temperature;-;-;3&D66&#;D414&T°c  chaude&#;CTC4D;BAC_E4;Layout_Chart_Report;Paysage;Chart_17_CTC4D_V150;*;*;*;17_-_-_-_CTC4D;Lectures pt mesure Temperature - LB1 E 06;Developpeur
DR74;Lectures pt mesure Tc - LB1 E 05;17;Lectures point de mesure;Temperature;Temperature;-;-;3&D66&#;D415&T°c  chaude&#;CTC4E;BAC_E5;Layout_Chart_Report;Paysage;Chart_17_CTC4E_V150;*;*;*;17_-_-_-_CTC4E;Lectures pt mesure Temperature - LB1 E 05;Developpeur
DR75;Lectures pt mesure Tc - LB1 E 02;17;Lectures point de mesure;Temperature;Temperature;-;-;3&D66&#;D416&T°c  chaude&#;CTC4F;BAC_E6;Layout_Chart_Report;Paysage;Chart_17_CTC4F_V150;*;*;*;17_-_-_-_CTC4F;Lectures pt mesure Temperature - LB1 E 02;Developpeur
DR76;Lectures pt mesure Tc - LB1 E 09;17;Lectures point de mesure;Temperature;Temperature;-;-;3&D66&#;D417&T°c  chaude&#;CTC4G;BAC_E7;Layout_Chart_Report;Paysage;Chart_17_CTC4G_V150;*;*;*;17_-_-_-_CTC4G;Lectures pt mesure Temperature - LB1 E 09;Developpeur
DR77;Lectures pt mesure Tc - LB1 R 11;17;Lectures point de mesure;Temperature;Temperature;-;-;3&D64&#;D418&T°c  positive&#;CTC4H;BAC_R1;Layout_Chart_Report;Paysage;Chart_17_CTC4H_V150;*;*;*;17_-_-_-_CTC4H;Lectures pt mesure Temperature - LB1 R 11;Developpeur
DR78;Lectures pt mesure Tc - LB1 R 02;17;Lectures point de mesure;Temperature;Temperature;-;-;3&D64&#;D419&T°c  positive&#;CTC4I;BAC_R2;Layout_Chart_Report;Paysage;Chart_17_CTC4I_V150;*;*;*;17_-_-_-_CTC4I;Lectures pt mesure Temperature - LB1 R 02;Developpeur
DR79;Lectures pt mesure Tc - LB1 R 03;17;Lectures point de mesure;Temperature;Temperature;-;-;3&D64&#;D41A&T°c  positive&#;CTC4J;BAC_R3;Layout_Chart_Report;Paysage;Chart_17_CTC4J_V150;*;*;*;17_-_-_-_CTC4J;Lectures pt mesure Temperature - LB1 R 03;Developpeur
DR80;Lectures pt mesure Tc - SALLE ANALYSE;17;Lectures point de mesure;Temperature;Temperature;-;-;3&D64&#;D41B&T°c  positive&#;CTC4K;BAC_MICROBIO;Layout_Chart_Report;Paysage;Chart_17_CTC4K_V150;*;*;*;17_-_-_-_CTC4K;Lectures pt mesure Temperature - SALLE ANALYSE;Developpeur
DR81;Lectures pt mesure Tc - LPC C 20;17;Lectures point de mesure;Temperature;Temperature;-;-;3&D65&#;D421&T°c  negativre&#;CTC4R;PHY_C1;Layout_Chart_Report;Paysage;Chart_17_CTC4R_V150;*;*;*;17_-_-_-_CTC4R;Lectures pt mesure Temperature - LPC C 20;Developpeur
