dd/MM/yyyy HH:mm:ss;CTCA,12
26/02/2021 08:31:06;1491,00
26/02/2021 08:32:25;1496,00
26/02/2021 08:33:25;1498,00
26/02/2021 08:38:22;1503,00
26/02/2021 08:39:23;1510,00
26/02/2021 08:40:23;1512,00
26/02/2021 08:42:57;1517,00
26/02/2021 08:43:57;1524,00
26/02/2021 08:44:57;1526,00
26/02/2021 08:45:57;1531,00
26/02/2021 08:46:57;1533,00
26/02/2021 08:47:57;1538,00
26/02/2021 08:48:57;1540,00
26/02/2021 08:49:58;1545,00
26/02/2021 08:50:58;1547,00
26/02/2021 08:53:26;1552,00
26/02/2021 08:54:26;1559,00
26/02/2021 08:55:26;1561,00
26/02/2021 08:56:26;1568,00
26/02/2021 08:58:27;1575,00
26/02/2021 09:00:40;1575,00
26/02/2021 09:01:52;1580,00
26/02/2021 09:02:52;1582,00
26/02/2021 09:04:27;1582,00
26/02/2021 09:05:34;1587,00
26/02/2021 09:06:34;1589,00
26/02/2021 09:08:35;1594,00
26/02/2021 09:09:35;1596,00
26/02/2021 09:12:25;1596,00
26/02/2021 09:13:33;1601,00
26/02/2021 09:14:33;1603,00
26/02/2021 09:16:33;1608,00
26/02/2021 09:17:33;1610,00
26/02/2021 09:18:34;1615,00
26/02/2021 09:19:34;1617,00
26/02/2021 09:22:40;1622,00
26/02/2021 09:23:41;1629,00
26/02/2021 09:24:41;1631,00
26/02/2021 09:25:41;1636,00
26/02/2021 09:26:41;1638,00
26/02/2021 09:27:42;1643,00
26/02/2021 09:28:42;1645,00
26/02/2021 09:29:42;1650,00
26/02/2021 09:30:42;1652,00
26/02/2021 09:33:28;1657,00
26/02/2021 09:34:29;1664,00
26/02/2021 09:35:29;1666,00
26/02/2021 09:36:29;1673,00
26/02/2021 09:38:30;1678,00
26/02/2021 09:39:30;1680,00
26/02/2021 09:40:30;1685,00
26/02/2021 09:41:30;1687,00
26/02/2021 09:50:29;1687,00
26/02/2021 09:51:36;1692,00
26/02/2021 09:52:36;1694,00
26/02/2021 10:03:19;1699,00
26/02/2021 10:08:58;1706,00
26/02/2021 10:09:58;1713,00
26/02/2021 10:10:59;1715,00
26/02/2021 10:11:59;1720,00
26/02/2021 10:12:59;1722,00
26/02/2021 10:13:59;1727,00
26/02/2021 10:14:59;1729,00
26/02/2021 10:29:39;1734,00
26/02/2021 10:34:24;1734,00
26/02/2021 10:35:31;1741,00
26/02/2021 10:36:31;1743,00
26/02/2021 10:41:26;1743,00
26/02/2021 10:42:33;1748,00
26/02/2021 10:43:33;1750,00
26/02/2021 10:54:52;1750,00
26/02/2021 10:56:00;1755,00
26/02/2021 10:56:32;1755,00
26/02/2021 10:57:45;1757,00
26/02/2021 10:59:48;1757,00
26/02/2021 11:05:05;1762,00
26/02/2021 11:06:05;1769,00
26/02/2021 11:07:05;1771,00
26/02/2021 11:08:06;1776,00
26/02/2021 11:09:06;1778,00
26/02/2021 11:10:06;1785,00
26/02/2021 11:12:07;1790,00
26/02/2021 11:13:08;1792,00
26/02/2021 11:36:52;1792,00
26/02/2021 11:38:00;1797,00
26/02/2021 11:39:00;1799,00
26/02/2021 11:42:29;1799,00
26/02/2021 11:43:37;1804,00
26/02/2021 11:44:37;1806,00
26/02/2021 11:46:37;1811,00
26/02/2021 11:47:37;1813,00
26/02/2021 11:49:44;1818,00
26/02/2021 11:52:18;1825,00
26/02/2021 11:53:18;1832,00
26/02/2021 11:54:18;1834,00
26/02/2021 11:55:19;1839,00
26/02/2021 11:56:19;1841,00
26/02/2021 11:59:49;1841,00
26/02/2021 12:00:56;1846,00
26/02/2021 12:01:56;1848,00
26/02/2021 12:03:56;1853,00
26/02/2021 12:04:56;1855,00
26/02/2021 12:05:57;1860,00
26/02/2021 12:06:57;1862,00
26/02/2021 12:07:11;1862,00
26/02/2021 12:08:19;1867,00
26/02/2021 12:09:19;1869,00
26/02/2021 12:11:19;1874,00
26/02/2021 12:12:19;1876,00
26/02/2021 12:15:39;1876,00
26/02/2021 12:16:46;1881,00
26/02/2021 12:17:46;1883,00
26/02/2021 12:18:53;1883,00
26/02/2021 12:24:56;1883,00
26/02/2021 12:26:04;1888,00
26/02/2021 12:27:04;1890,00
26/02/2021 12:31:07;1897,00
26/02/2021 12:32:08;1902,00
26/02/2021 12:33:08;1904,00
26/02/2021 12:37:03;1909,00
26/02/2021 12:38:03;1916,00
26/02/2021 12:39:03;1918,00
26/02/2021 14:25:19;1918,00
26/02/2021 14:26:27;1923,00
26/02/2021 14:27:27;1925,00
26/02/2021 14:31:10;1930,00
26/02/2021 14:32:10;1937,00
26/02/2021 14:33:10;1939,00
26/02/2021 14:34:14;1939,00
26/02/2021 14:35:21;1944,00
26/02/2021 14:36:21;1946,00
26/02/2021 14:39:01;1946,00
26/02/2021 14:40:09;1951,00
26/02/2021 14:41:09;1953,00
26/02/2021 14:45:00;1958,00
26/02/2021 14:46:01;1967,00
26/02/2021 14:49:44;1972,00
26/02/2021 14:50:45;1979,00
26/02/2021 14:51:45;1981,00
26/02/2021 14:54:41;1986,00
26/02/2021 14:57:26;1993,00
26/02/2021 15:00:14;2000,00
26/02/2021 15:02:59;2007,00
26/02/2021 15:03:59;2014,00
26/02/2021 15:04:59;2016,00
26/02/2021 15:07:57;2021,00
26/02/2021 15:10:30;2028,00
26/02/2021 15:13:09;2035,00
26/02/2021 15:15:42;2042,00
26/02/2021 15:16:42;2049,00
26/02/2021 15:17:42;2051,00
26/02/2021 15:20:23;2056,00
26/02/2021 15:23:02;2065,00
26/02/2021 15:24:02;2070,00
26/02/2021 15:25:02;2072,00
26/02/2021 15:25:38;2072,00
26/02/2021 15:26:14;2072,00
26/02/2021 15:27:28;2072,00
26/02/2021 15:28:36;2077,00
26/02/2021 15:28:53;2077,00
26/02/2021 15:30:01;2079,00
26/02/2021 15:34:17;2079,00
26/02/2021 15:35:25;2084,00
26/02/2021 15:36:25;2086,00
26/02/2021 15:38:25;2091,00
26/02/2021 15:39:25;2093,00
26/02/2021 15:40:25;2098,00
26/02/2021 15:41:25;2100,00
26/02/2021 15:42:25;2105,00
26/02/2021 15:43:25;2107,00
26/02/2021 15:44:26;2112,00
26/02/2021 15:45:26;2114,00
26/02/2021 15:46:26;2119,00
26/02/2021 15:47:26;2121,00
26/02/2021 15:48:26;2126,00
26/02/2021 15:49:26;2128,00
26/02/2021 15:50:27;2133,00
26/02/2021 15:51:27;2135,00
26/02/2021 15:52:27;2140,00
26/02/2021 15:53:27;2142,00
26/02/2021 15:57:28;2142,00
26/02/2021 15:58:36;2147,00
26/02/2021 15:59:36;2149,00
26/02/2021 16:01:36;2154,00
26/02/2021 16:02:36;2156,00
26/02/2021 16:05:57;2159,00
26/02/2021 16:10:02;2160,00
26/02/2021 16:11:02;2163,00
26/02/2021 16:12:02;2165,00
26/02/2021 16:14:53;2165,00
26/02/2021 16:16:00;2166,00
26/02/2021 16:17:00;2168,00
26/02/2021 16:19:00;2173,00
26/02/2021 16:20:00;2175,00
26/02/2021 16:21:01;2180,00
26/02/2021 16:22:01;2182,00
26/02/2021 16:25:51;2187,00
26/02/2021 16:26:51;2194,00
26/02/2021 16:27:51;2196,00
26/02/2021 16:28:52;2201,00
26/02/2021 16:29:52;2203,00
26/02/2021 16:30:52;2208,00
26/02/2021 16:31:52;2210,00
26/02/2021 16:32:52;2215,00
26/02/2021 16:33:52;2217,00
26/02/2021 16:39:00;2224,00
26/02/2021 16:40:00;2229,00
26/02/2021 16:41:00;2231,00
26/02/2021 16:42:00;2236,00
26/02/2021 16:43:00;2238,00
26/02/2021 16:46:28;2243,00
26/02/2021 16:47:28;2250,00
26/02/2021 16:48:28;2252,00
26/02/2021 16:49:29;2257,00
26/02/2021 16:50:29;2259,00
26/02/2021 16:51:29;2264,00
26/02/2021 16:52:29;2266,00
26/02/2021 16:53:29;2271,00
26/02/2021 16:54:29;2273,00
26/02/2021 16:57:59;2278,00
26/02/2021 16:58:59;2285,00
26/02/2021 16:59:59;2287,00
26/02/2021 17:00:59;2292,00
26/02/2021 17:01:59;2294,00
26/02/2021 17:02:59;2299,00
26/02/2021 17:03:59;2301,00
