dd/MM/yyyy HH:mm:ss;CTC7,15
25/02/2021 12:39:21;210,00
25/02/2021 12:41:21;212,00
25/02/2021 12:44:07;214,00
25/02/2021 12:46:07;215,00
25/02/2021 12:46:07;216,00
25/02/2021 12:48:07;217,00
25/02/2021 12:48:08;218,00
25/02/2021 12:50:08;219,00
25/02/2021 12:50:08;220,00
25/02/2021 12:52:08;221,00
25/02/2021 12:52:08;222,00
25/02/2021 12:54:40;223,00
25/02/2021 12:54:40;224,00
25/02/2021 12:56:40;226,00
25/02/2021 12:58:40;228,00
25/02/2021 13:00:41;229,00
25/02/2021 13:00:41;230,00
25/02/2021 13:02:41;231,00
25/02/2021 13:02:41;232,00
25/02/2021 13:05:12;233,00
25/02/2021 13:05:12;234,00
25/02/2021 13:07:13;235,00
25/02/2021 13:07:13;236,00
25/02/2021 13:09:13;237,00
25/02/2021 13:09:13;238,00
25/02/2021 13:11:14;239,00
25/02/2021 13:11:14;240,00
25/02/2021 13:13:18;241,00
25/02/2021 13:13:18;242,00
25/02/2021 13:15:51;244,00
25/02/2021 13:17:51;246,00
25/02/2021 13:19:52;247,00
25/02/2021 13:19:52;248,00
25/02/2021 13:21:52;249,00
25/02/2021 13:21:52;250,00
25/02/2021 13:23:52;251,00
25/02/2021 13:23:52;252,00
25/02/2021 13:26:24;254,00
25/02/2021 13:28:25;255,00
25/02/2021 13:28:25;256,00
25/02/2021 13:30:25;258,00
25/02/2021 13:32:25;259,00
25/02/2021 13:32:25;260,00
25/02/2021 13:34:26;261,00
25/02/2021 13:34:26;262,00
25/02/2021 13:36:55;263,00
25/02/2021 13:36:55;264,00
25/02/2021 13:38:55;266,00
25/02/2021 13:40:56;267,00
25/02/2021 13:40:56;268,00
25/02/2021 13:42:56;269,00
25/02/2021 13:42:56;270,00
25/02/2021 13:44:56;271,00
25/02/2021 13:44:57;272,00
25/02/2021 13:47:25;274,00
25/02/2021 13:49:33;275,00
25/02/2021 13:49:33;276,00
25/02/2021 13:51:33;278,00
25/02/2021 13:53:33;279,00
25/02/2021 13:53:33;280,00
25/02/2021 13:55:34;282,00
25/02/2021 13:58:12;283,00
25/02/2021 13:58:12;284,00
25/02/2021 14:00:12;285,00
25/02/2021 14:00:12;286,00
25/02/2021 14:02:13;287,00
25/02/2021 14:02:13;288,00
25/02/2021 14:04:13;289,00
25/02/2021 14:04:13;290,00
25/02/2021 14:06:13;292,00
25/02/2021 14:08:44;293,00
25/02/2021 14:08:44;294,00
25/02/2021 14:10:44;296,00
25/02/2021 14:12:44;297,00
25/02/2021 14:12:44;298,00
25/02/2021 14:14:45;299,00
25/02/2021 14:14:45;300,00
25/02/2021 14:16:45;301,00
25/02/2021 14:16:45;302,00
25/02/2021 14:19:13;303,00
25/02/2021 14:19:13;304,00
25/02/2021 14:21:14;305,00
25/02/2021 14:21:14;306,00
25/02/2021 14:23:14;308,00
25/02/2021 14:25:20;310,00
25/02/2021 14:27:20;311,00
25/02/2021 14:27:20;312,00
25/02/2021 14:29:47;313,00
25/02/2021 14:29:47;314,00
25/02/2021 14:31:48;315,00
25/02/2021 14:31:48;316,00
25/02/2021 14:33:48;317,00
25/02/2021 14:33:48;318,00
25/02/2021 14:35:48;320,00
25/02/2021 14:37:49;321,00
25/02/2021 14:37:49;322,00
25/02/2021 14:40:15;324,00
25/02/2021 14:42:15;326,00
25/02/2021 14:44:16;327,00
25/02/2021 14:44:16;328,00
25/02/2021 14:46:16;329,00
25/02/2021 14:46:16;330,00
25/02/2021 14:48:16;331,00
25/02/2021 14:48:16;332,00
25/02/2021 14:50:51;333,00
25/02/2021 14:50:51;334,00
25/02/2021 14:52:52;335,00
25/02/2021 14:52:52;336,00
25/02/2021 14:54:52;337,00
25/02/2021 14:54:52;338,00
25/02/2021 14:56:52;340,00
25/02/2021 14:58:53;342,00
25/02/2021 15:02:39;343,00
25/02/2021 15:02:39;344,00
25/02/2021 15:04:39;345,00
25/02/2021 15:04:40;346,00
25/02/2021 15:06:40;347,00
25/02/2021 15:06:40;348,00
25/02/2021 15:08:40;350,00
25/02/2021 15:11:14;352,00
25/02/2021 15:13:14;353,00
25/02/2021 15:13:14;354,00
25/02/2021 15:15:15;356,00
25/02/2021 15:17:15;357,00
25/02/2021 15:17:15;358,00
25/02/2021 15:19:15;360,00
25/02/2021 15:22:03;361,00
25/02/2021 15:22:03;362,00
25/02/2021 15:24:03;364,00
25/02/2021 15:26:04;365,00
25/02/2021 15:26:04;366,00
25/02/2021 15:28:04;367,00
25/02/2021 15:28:04;368,00
25/02/2021 15:30:04;369,00
25/02/2021 15:30:04;370,00
25/02/2021 15:32:46;371,00
25/02/2021 15:32:46;372,00
25/02/2021 15:34:46;374,00
25/02/2021 15:37:29;375,00
25/02/2021 15:37:29;376,00
25/02/2021 15:39:29;377,00
25/02/2021 15:39:29;378,00
25/02/2021 15:41:30;379,00
25/02/2021 15:41:30;380,00
25/02/2021 15:44:33;381,00
25/02/2021 15:44:33;382,00
25/02/2021 15:46:33;383,00
25/02/2021 15:46:33;384,00
25/02/2021 15:48:34;385,00
25/02/2021 15:48:34;386,00
25/02/2021 15:50:34;387,00
25/02/2021 15:50:34;388,00
25/02/2021 15:52:34;390,00
25/02/2021 15:55:12;392,00
25/02/2021 15:57:13;393,00
25/02/2021 15:57:13;394,00
25/02/2021 15:59:13;396,00
25/02/2021 16:01:13;397,00
25/02/2021 16:01:13;398,00
25/02/2021 16:03:14;399,00
25/02/2021 16:03:14;400,00
25/02/2021 16:05:48;402,00
25/02/2021 16:07:48;403,00
25/02/2021 16:07:48;404,00
25/02/2021 16:09:49;405,00
25/02/2021 16:09:49;406,00
25/02/2021 16:12:09;407,00
25/02/2021 16:12:09;408,00
25/02/2021 16:14:09;409,00
25/02/2021 16:14:09;410,00
25/02/2021 16:16:43;411,00
25/02/2021 16:16:43;412,00
25/02/2021 16:18:44;413,00
25/02/2021 16:18:44;414,00
25/02/2021 16:20:44;415,00
25/02/2021 16:20:44;416,00
25/02/2021 16:22:44;417,00
25/02/2021 16:22:44;418,00
25/02/2021 16:24:45;419,00
25/02/2021 16:24:45;420,00
25/02/2021 16:27:21;421,00
25/02/2021 16:27:21;422,00
25/02/2021 16:29:22;423,00
25/02/2021 16:29:22;424,00
25/02/2021 16:31:23;426,00
25/02/2021 16:33:23;427,00
25/02/2021 16:33:23;428,00
