Date;energie;Code;HR% LIVE;<HR%>;HR% min;HR% Max;C %;Inc;Time
7/21/2020;Humidite;CHC1H;0;0;0;0;0;0;14:24:00
7/21/2020;Humidite;CHC1I;0;0;0;0;0;0;14:24:00
7/21/2020;Humidite;CHC1J;0;0;0;0;0;0;14:24:00
7/21/2020;Humidite;CHC1;0;0;0;0;0;0;14:24:09
7/21/2020;Humidite;CHC1A;0;0;0;0;0;0;14:24:09
7/21/2020;Humidite;CHC1B;0;0;0;0;0;0;14:24:09
7/21/2020;Humidite;CHC1C;0;0;0;0;0;0;14:24:09
7/21/2020;Humidite;CHC1D;0;0;0;0;0;0;14:24:09
7/21/2020;Humidite;CHC1E;0;0;0;0;0;0;14:24:09
7/21/2020;Humidite;CHC1F;0;0;0;0;0;0;14:24:09
7/21/2020;Humidite;CHC1G;0;0;0;0;0;0;14:24:09
7/21/2020;Humidite;CHC1H;0;0;0;0;0;0;14:24:09
7/21/2020;Humidite;CHC1I;0;0;0;0;0;0;14:24:09
7/21/2020;Humidite;CHC1J;0;0;0;0;0;0;14:24:09
7/21/2020;Humidite;CHC1;0;0;0;0;0;0;14:25:01
7/21/2020;Humidite;CHC1A;0;0;0;0;0;0;14:25:01
7/21/2020;Humidite;CHC1B;0;0;0;0;0;0;14:25:01
7/21/2020;Humidite;CHC1C;0;0;0;0;0;0;14:25:01
7/21/2020;Humidite;CHC1D;0;0;0;0;0;0;14:25:01
7/21/2020;Humidite;CHC1E;0;0;0;0;0;0;14:25:01
7/21/2020;Humidite;CHC1F;0;0;0;0;0;0;14:25:01
7/21/2020;Humidite;CHC1G;0;0;0;0;0;0;14:25:01
7/21/2020;Humidite;CHC1H;0;0;0;0;0;0;14:25:01
7/21/2020;Humidite;CHC1I;0;0;0;0;0;0;14:25:01
7/21/2020;Humidite;CHC1J;0;0;0;0;0;0;14:25:01
7/21/2020;Humidite;CHC1;0;0;0;0;0;0;14:30:09
7/21/2020;Humidite;CHC1A;0;0;0;0;0;0;14:30:09
7/21/2020;Humidite;CHC1B;0;0;0;0;0;0;14:30:09
7/21/2020;Humidite;CHC1C;0;0;0;0;0;0;14:30:10
7/21/2020;Humidite;CHC1D;0;0;0;0;0;0;14:30:10
7/21/2020;Humidite;CHC1E;0;0;0;0;0;0;14:30:10
7/21/2020;Humidite;CHC1F;0;0;0;0;0;0;14:30:11
7/21/2020;Humidite;CHC1G;0;0;0;0;0;0;14:30:12
7/21/2020;Humidite;CHC1H;0;0;0;0;0;0;14:30:13
7/21/2020;Humidite;CHC1I;0;0;0;0;0;0;14:30:13
7/21/2020;Humidite;CHC1J;0;0;0;0;0;0;14:30:13
7/21/2020;Humidite;CHC1;0;0;0;0;0;0;15:00:30
7/21/2020;Humidite;CHC1A;0;0;0;0;0;0;15:00:30
7/21/2020;Humidite;CHC1B;0;0;0;0;0;0;15:00:30
7/21/2020;Humidite;CHC1C;0;0;0;0;0;0;15:00:30
7/21/2020;Humidite;CHC1D;0;0;0;0;0;0;15:00:30
7/21/2020;Humidite;CHC1E;0;0;0;0;0;0;15:00:30
7/21/2020;Humidite;CHC1F;0;0;0;0;0;0;15:00:30
7/21/2020;Humidite;CHC1G;0;0;0;0;0;0;15:00:30
7/21/2020;Humidite;CHC1H;0;0;0;0;0;0;15:00:30
7/21/2020;Humidite;CHC1I;0;0;0;0;0;0;15:00:30
7/21/2020;Humidite;CHC1J;0;0;0;0;0;0;15:00:30
7/21/2020;Humidite;CHC1;0;0;0;0;0;0;15:00:59
7/21/2020;Humidite;CHC1A;0;0;0;0;0;0;15:00:59
7/21/2020;Humidite;CHC1B;0;0;0;0;0;0;15:00:59
7/21/2020;Humidite;CHC1C;0;0;0;0;0;0;15:00:59
7/21/2020;Humidite;CHC1D;0;0;0;0;0;0;15:01:00
7/21/2020;Humidite;CHC1E;0;0;0;0;0;0;15:01:00
7/21/2020;Humidite;CHC1F;0;0;0;0;0;0;15:01:00
7/21/2020;Humidite;CHC1G;0;0;0;0;0;0;15:01:00
7/21/2020;Humidite;CHC1H;0;0;0;0;0;0;15:01:00
7/21/2020;Humidite;CHC1I;0;0;0;0;0;0;15:01:00
7/21/2020;Humidite;CHC1J;0;0;0;0;0;0;15:01:00
7/21/2020;Humidite;CHC1;0;0;0;0;0;0;15:01:03
7/21/2020;Humidite;CHC1A;0;0;0;0;0;0;15:01:03
7/21/2020;Humidite;CHC1B;0;0;0;0;0;0;15:01:03
7/21/2020;Humidite;CHC1C;0;0;0;0;0;0;15:01:03
7/21/2020;Humidite;CHC1D;0;0;0;0;0;0;15:01:03
7/21/2020;Humidite;CHC1E;0;0;0;0;0;0;15:01:03
7/21/2020;Humidite;CHC1F;0;0;0;0;0;0;15:01:03
7/21/2020;Humidite;CHC1G;0;0;0;0;0;0;15:01:03
7/21/2020;Humidite;CHC1H;0;0;0;0;0;0;15:01:03
7/21/2020;Humidite;CHC1I;0;0;0;0;0;0;15:01:03
7/21/2020;Humidite;CHC1J;0;0;0;0;0;0;15:01:03
7/21/2020;Humidite;CHC1;0;0;0;0;0;0;15:01:10
7/21/2020;Humidite;CHC1A;0;0;0;0;0;0;15:01:10
7/21/2020;Humidite;CHC1B;0;0;0;0;0;0;15:01:10
7/21/2020;Humidite;CHC1C;0;0;0;0;0;0;15:01:10
7/21/2020;Humidite;CHC1D;0;0;0;0;0;0;15:01:10
7/21/2020;Humidite;CHC1E;0;0;0;0;0;0;15:01:10
7/21/2020;Humidite;CHC1F;0;0;0;0;0;0;15:01:10
7/21/2020;Humidite;CHC1G;0;0;0;0;0;0;15:01:10
7/21/2020;Humidite;CHC1H;0;0;0;0;0;0;15:01:10
7/21/2020;Humidite;CHC1I;0;0;0;0;0;0;15:01:10
7/21/2020;Humidite;CHC1J;0;0;0;0;0;0;15:01:10
7/21/2020;Humidite;CHC1;0;0;0;0;0;0;15:01:12
7/21/2020;Humidite;CHC1A;0;0;0;0;0;0;15:01:12
7/21/2020;Humidite;CHC1B;0;0;0;0;0;0;15:01:12
7/21/2020;Humidite;CHC1C;0;0;0;0;0;0;15:01:12
7/21/2020;Humidite;CHC1D;0;0;0;0;0;0;15:01:12
7/21/2020;Humidite;CHC1E;0;0;0;0;0;0;15:01:12
7/21/2020;Humidite;CHC1F;0;0;0;0;0;0;15:01:12
7/21/2020;Humidite;CHC1G;0;0;0;0;0;0;15:01:12
7/21/2020;Humidite;CHC1H;0;0;0;0;0;0;15:01:12
7/21/2020;Humidite;CHC1I;0;0;0;0;0;0;15:01:12
7/21/2020;Humidite;CHC1J;0;0;0;0;0;0;15:01:12
7/21/2020;Humidite;CHC1;0;0;0;0;0;0;15:01:13
7/21/2020;Humidite;CHC1A;0;0;0;0;0;0;15:01:13
7/21/2020;Humidite;CHC1B;0;0;0;0;0;0;15:01:13
7/21/2020;Humidite;CHC1C;0;0;0;0;0;0;15:01:13
7/21/2020;Humidite;CHC1D;0;0;0;0;0;0;15:01:13
7/21/2020;Humidite;CHC1E;0;0;0;0;0;0;15:01:13
7/21/2020;Humidite;CHC1F;0;0;0;0;0;0;15:01:13
7/21/2020;Humidite;CHC1G;0;0;0;0;0;0;15:01:13
7/21/2020;Humidite;CHC1H;0;0;0;0;0;0;15:01:13
7/21/2020;Humidite;CHC1I;0;0;0;0;0;0;15:01:13
7/21/2020;Humidite;CHC1J;0;0;0;0;0;0;15:01:13
7/21/2020;Humidite;CHC1;0;0;0;0;0;0;15:04:47
7/21/2020;Humidite;CHC1A;0;0;0;0;0;0;15:04:47
7/21/2020;Humidite;CHC1B;0;0;0;0;0;0;15:04:47
7/21/2020;Humidite;CHC1C;0;0;0;0;0;0;15:04:47
7/21/2020;Humidite;CHC1D;0;0;0;0;0;0;15:04:47
7/21/2020;Humidite;CHC1E;0;0;0;0;0;0;15:04:47
7/21/2020;Humidite;CHC1F;0;0;0;0;0;0;15:04:47
7/21/2020;Humidite;CHC1G;0;0;0;0;0;0;15:04:48
7/21/2020;Humidite;CHC1H;0;0;0;0;0;0;15:04:48
